ID_Candidate,firstname,lastname,gender,city,district,group
48241,Lorette,Giacometti,f,Zürich,Zürich,GLP/PVL
48242,Viviane,Kägi,f,Turbenthal,Zürich,GLP/PVL
48243,Benjamin,Gautschi,m,Zürich,Zürich,GLP/PVL
48244,Sina,Bader,f,Herrliberg,Zürich,GLP/PVL
48245,Thomas,Hug,m,Zürich,Zürich,GLP/PVL
48246,Benjamin,Zumbrunn,m,Zürich,Zürich,GLP/PVL
48247,Maya,Tharian,f,Buchs,Zürich,GLP/PVL
48248,Ruedi,Bachmann,m,Fehraltorf,Zürich,GLP/PVL
48249,Florin Niklaus,Isenrich,m,Zürich,Zürich,GLP/PVL
48250,Benjamin,Locher,m,Volketswil,Zürich,GLP/PVL
48251,Manuel,Frick,m,Zürich,Zürich,GLP/PVL
48252,Kaan,Bayir,m,Winterthur,Zürich,GLP/PVL
48253,Simon,Rotach,m,Zürich,Zürich,GLP/PVL
48254,Wangdü,de Silva,m,Lindau,Zürich,GLP/PVL
48255,Sven,Sobernheim,m,Zürich,Zürich,GLP/PVL
48256,Melissa,Näf-Doffey,f,Bassersdorf,Zürich,GLP/PVL
48257,Lukas,Stiefel,m,Richterswil,Zürich,GLP/PVL
48258,Jeanine,Ammann,f,Zürich,Zürich,GLP/PVL
48259,Dominik,Blunschi,m,Remetschwil,Aargau,FDP/PLR
48260,Ximena,Florez,f,Untersiggenthal,Aargau,FDP/PLR
48261,Alessandro,Giglio,m,Oeschgen,Aargau,FDP/PLR
48262,Fabian,Grepper,m,Riken,Aargau,FDP/PLR
48263,Nick,Riva,m,Dintikon,Aargau,FDP/PLR
48264,Laura,Rufer,f,Unterentfelden,Aargau,FDP/PLR
48265,Christoph,Schlienger,m,Hellikon,Aargau,FDP/PLR
48266,Martin,Mennet,m,Rheinfelden,Aargau,FDP/PLR
48267,Yvo Andri,Hofer,m,Lyssach,Bern,BDP/PBD
48268,Noah,Menzi,m,Oberhelfenschwil,St. Gallen,FDP/PLR
48269,Claudio,Altwegg,m,Wil,St. Gallen,FDP/PLR
48270,Konstantin,Hälg,m,St. Gallen,St. Gallen,FDP/PLR
48271,Thomas,Schneiter,m,St.Gallen,St. Gallen,FDP/PLR
48272,Jan,Bauer,m,St. Gallen,St. Gallen,FDP/PLR
48273,Tom,Allgoewer,m,St.Gallen,St. Gallen,FDP/PLR
48274,Jehans,Mukawel,f,Wittenbach,St. Gallen,FDP/PLR
48275,Prisca,Fol,f,Goldach,St. Gallen,FDP/PLR
48276,Gian,Donatsch,m,Malans,Graubünden,FDP/PLR
48277,Nino,Fontana,m,Masein,Graubünden,FDP/PLR
48278,Yannik,Gartmann,m,Silvaplana,Graubünden,FDP/PLR
48279,Nico,Züllig,m,Lenzerheide,Graubünden,FDP/PLR
48280,Manuel,Bangerter,m,Oberkulm,Aargau,FDP/PLR
48283,Flavia,Aebli,f,Seewis Dorf,Graubünden,FDP/PLR
48284,Andrea,Laube,f,Unterendingen (Endingen),Aargau,FDP/PLR
48287,Pascal,Rudolf,m,Untersiggenthal,Aargau,FDP/PLR
48288,Yusuf,Barman,m,St. Gallen,St. Gallen,FDP/PLR
48289,Michael,Umbricht,m,Untersiggenthal,Aargau,FDP/PLR
48290,Robin,Röösli,m,Freienwil,Aargau,FDP/PLR
48291,Benjamin,Riva,m,Dintikon,Aargau,FDP/PLR
48292,Thomas,Percy,m,St.Gallen,St. Gallen,FDP/PLR
48293,Nirosh,Manorajithan,m,Wangs,St. Gallen,FDP/PLR
48294,Jannik,Schweizer,m,Wil,St. Gallen,FDP/PLR
48295,Tim,Voser,m,Neuenhof,Aargau,FDP/PLR
48296,Andrea,Büsser,f,Sargans,St. Gallen,CVP/PDC
48297,Sandro,Capaul,m,Rapperswil-Jona,St. Gallen,CVP/PDC
48298,Luca,Frei,m,Gams,St. Gallen,CVP/PDC
48299,Roman,Guntli,m,Sargans,St. Gallen,CVP/PDC
48300,Fabian,Hutter,m,Diepoldsau,St. Gallen,CVP/PDC
48301,Elias,Zoller,m,Au,St. Gallen,CVP/PDC
48302,Cedric,Gmür,m,Amden,St. Gallen,CVP/PDC
48303,Edona,Zeciri,f,Altstätten,St. Gallen,CVP/PDC
48304,Florian,Meier,m,Oberriet,St. Gallen,CVP/PDC
48305,Peter,Schumacher,m,Mels,St. Gallen,CVP/PDC
48306,Sandro,Lendi,m,Uznach,St. Gallen,CVP/PDC
48307,Thomas,Hofstetter,m,Rapperswil-Jona,St. Gallen,CVP/PDC
48308,Sebastian,Huber,m,Luzern,Luzern,GLP/PVL
48309,Mike,Egger,m,Berneck,St. Gallen,SVP/UDC
48311,Dänu,Wisler,m,Oberhelfenschwil,St. Gallen,SVP/UDC
48312,Roland Rino,Büchel,m,Oberriet,St. Gallen,SVP/UDC
48313,Ursula,Egli-Seliner,f,Rossrüti,St. Gallen,SVP/UDC
48314,Walter,Freund,m,Eichberg,St. Gallen,SVP/UDC
48315,Thomas,Müller,m,Rorschach,St. Gallen,SVP/UDC
48316,Walter,Gartmann,m,Mels,St. Gallen,SVP/UDC
48317,Michael,Götte,m,Tübach,St. Gallen,SVP/UDC
48318,Lukas,Reimann,m,Wil,St. Gallen,SVP/UDC
48319,Barbara,Keller-Inhelder,f,Rapperwil-Jona,St. Gallen,SVP/UDC
48320,Esther,Friedli,f,Ebnat-Kappel,St. Gallen,SVP/UDC
48321,Jasna,Milanovic,f,Basel,Basel-Stadt,SVP/UDC
48322,Aleksandar,Milanovic,m,Basel,Basel-Stadt,SVP/UDC
48323,Bozidar,Nikolic,m,Ettingen,Basel-Stadt,SVP/UDC
48324,Marija,Stosic,f,Ettingen,Basel-Stadt,SVP/UDC
48325,Lidija,Trailovic,f,Basel,Basel-Stadt,SVP/UDC
48327,Erich,von Siebenthal-Glauser,m,Gstaad,Bern,SVP/UDC
48328,Eveline,Küng,f,Belp,Bern,SVP/UDC
48329,Hans Jörg,Rüegsegger,m,Riggisberg,Bern,SVP/UDC
48330,Lars,Guggisberg,m,Kirchlindach,Bern,SVP/UDC
48331,Samuel,Krähenbühl,m,Unterlangenegg,Bern,SVP/UDC
48332,Martin,Schlup,m,Schüpfen,Bern,SVP/UDC
48333,Erich,Hess,m,Bern,Bern,SVP/UDC
48334,Manfred,Bühler,m,Cortébert,Bern,SVP/UDC
48335,Michelle,Singer,f,Utzenstorf,Bern,SVP/UDC
48336,Werner,Salzmann,m,Mülchi,Bern,SVP/UDC
48337,Sandra,Schneider Herzig,f,Biel,Bern,SVP/UDC
48338,Andreas,Michel,m,Meiringen,Bern,SVP/UDC
48339,Madeleine,Amstutz,f,Sigriswil,Bern,SVP/UDC
48340,Nadja,Pieren,f,Heimiswil,Bern,SVP/UDC
48341,Thomas,Knutti,m,Weissenburg,Bern,SVP/UDC
48342,Andreas,Aebi,m,Alchenstorf,Bern,SVP/UDC
48343,Andrea,Geissbühler,f,Bäriswil,Bern,SVP/UDC
48344,Alfred,Bärtschi,m,Lützelflüh-Goldbach,Bern,SVP/UDC
48345,Raphael,Lanz,m,Thun,Bern,SVP/UDC
48346,Stefan,Hofer,m,Bern,Bern,SVP/UDC
48347,Beat,Bösiger,m,Niederbipp,Bern,SVP/UDC
48348,Markus,Gerber,m,Bellelay,Bern,SVP/UDC
48349,Nadja,Günthör,f,Erlach,Bern,SVP/UDC
48350,Tina,Schluep,f,Moutier,Bern,SVP/UDC
48351,Andreas,Gerber,m,Eggiwil,Bern,SVP/UDC
48352,Adrian,Spahr,m,Lengnau,Bern,SVP/UDC
48353,Linda,Allemann,f,Thun,Bern,SVP/UDC
48354,Samantha,Estoppey,f,Bellmund,Bern,SVP/UDC
48355,Patrick,Grütter,m,Seeberg,Bern,SVP/UDC
48356,Oliver,Häusler,m,Leuzigen,Bern,SVP/UDC
48357,Christoph,Henz,m,Seedorf,Bern,SVP/UDC
48358,Désirée,Keller,f,Thörishaus,Bern,SVP/UDC
48359,Nico,Mundwiler,m,Signau,Bern,SVP/UDC
48360,Nico,Tschanz,m,Ostermundigen,Bern,SVP/UDC
48361,Anissa,Weyermann,f,Utzenstorf,Bern,SVP/UDC
48362,Fabian,Widmer,m,Kaufdorf,Bern,SVP/UDC
48363,Patrick,Zemp,m,Münsingen,Bern,SVP/UDC
48364,Fiona,Siegfried,f,Kirchdorf,Bern,SVP/UDC
48365,Nils,Fiechter,m,Frutigen,Bern,SVP/UDC
48366,Yannick,Buchter,m,Ostermundigen,Bern,SVP/UDC
48367,Fabian,Wyssen,m,Frutigen,Bern,SVP/UDC
48368,Dominik,Dummermuth,m,Lyss,Bern,SVP/UDC
48369,Maxime,Ochsenbein,m,Bévilard,Bern,SVP/UDC
48370,Lars,Dubach,m,Heimberg,Bern,SVP/UDC
48371,Anja,Senti,f,Bellmund,Bern,SVP/UDC
48372,Janosch,Weyermann,m,Bern,Bern,SVP/UDC
48373,Julien,Rochat,m,Bienne,Bern,SVP/UDC
48374,Chris,Fraser,m,Zürich,Zürich,FDP/PLR
48375,Robin,Huber,m,Zürich,Zürich,FDP/PLR
48376,Claudine,van der Meer,f,Weiningen,Zürich,FDP/PLR
48377,Florian,Maier,m,Wettswil,Zürich,FDP/PLR
48378,Linda,Fuchs,f,Urdorf,Zürich,FDP/PLR
48379,Balian,De Viragh,m,Männedorf,Zürich,FDP/PLR
48380,Anita,Vassalli,f,Zürich,Zürich,FDP/PLR
48381,Nikolas,Wolf,m,Zürich,Zürich,FDP/PLR
48382,Leroy,Bächtold,m,Zürich,Zürich,FDP/PLR
48383,Joane,Gautschi,f,Dietlikon,Zürich,FDP/PLR
48384,Darius,Meier,m,Zollikerberg,Zürich,FDP/PLR
48385,Enrique,Zbinden,m,Zurich,Zürich,FDP/PLR
48386,Abdullah,Mohammed Hashim,m,Zürich,Zürich,FDP/PLR
48388,Jorgos,Boulamatsis,m,Kilchberg,Zürich,FDP/PLR
48389,Florian,Möller,m,Zürich,Zürich,FDP/PLR
48391,Luis,Deplazes,m,Zürich,Zürich,FDP/PLR
48392,Nico,Jacob,m,Elgg,Zürich,FDP/PLR
48393,Patrick,Eugster,m,Winterthur,Zürich,FDP/PLR
48394,Claudio,Zihlmann,m,Zürich,Zürich,FDP/PLR
48395,Bettina,Fahrni,f,Zürich,Zürich,FDP/PLR
48396,Kaiwan,Nuri,m,Richterswil,Zürich,FDP/PLR
48397,Sandro,Lienhart,m,Uster,Zürich,FDP/PLR
48398,Manuel (Manu),Conrad,m,Andelfingen,Zürich,FDP/PLR
48399,Silvan,Stöckli,m,Zürich,Zürich,FDP/PLR
48400,Nepomuk,Batzer,m,Zürich,Zürich,FDP/PLR
48401,Gioia,Porlezza,f,Schlatt,Zürich,FDP/PLR
48402,Reto,Buchmann,m,Adliswil,Zürich,FDP/PLR
48403,Elektra,Langerweger,f,Winterthur,Zürich,FDP/PLR
48404,Raphael,Perroulaz,m,Winterthur,Zürich,FDP/PLR
48405,Jessica,Brestel,f,Grüt,Zürich,FDP/PLR
48406,Joel,Hoff,m,Wetzikon,Zürich,FDP/PLR
48407,Murat,Gediz,m,Zürich,Zürich,FDP/PLR
48408,Cristina (Cris),Mancuso Cabello,f,Winterthur,Zürich,FDP/PLR
48409,Nicole,Beck-Taubenest,f,Aeugst a.A,Zürich,GLP/PVL
48414,Jonathan,Dotzler,m,Schaffhausen,Schaffhausen,FDP/PLR
48415,Gabriel,Sonderegger,m,Schaffhausen,Schaffhausen,FDP/PLR
48416,Michaël,Dupertuis,m,Bex,Waadt,GLP/PVL
48417,Tania,Séverin,f,Etoy,Waadt,GLP/PVL
48418,Laurence,Bermejo Dubois,f,Rolle,Waadt,GLP/PVL
48419,Céline,Weber-Koppenburg,f,La Rippe,Waadt,GLP/PVL
48420,Florian,Gruber,m,Renens,Waadt,GLP/PVL
48421,Régis,Courdesse,m,Froideville,Waadt,GLP/PVL
48422,Raphaël,Thiébaud,m,Crissier,Waadt,GLP/PVL
48423,Claude-Alain,Gebhard,m,Vaux-sur-Moroges,Waadt,GLP/PVL
48424,Isabelle,Chevalley,f,St-George,Waadt,GLP/PVL
48425,Blaise,Vionnet,m,Echallens,Waadt,GLP/PVL
48426,Eric,Pavillard,m,Orny,Waadt,GLP/PVL
48427,François,Pointet,m,Jongny,Waadt,GLP/PVL
48428,Jean-Philippe,Steck,m,Moudon,Waadt,GLP/PVL
48429,Laurent,Miéville,m,Nyon,Waadt,GLP/PVL
48430,Caroline,Gilgen,f,Bussigny,Waadt,GLP/PVL
48431,Claire,Richard,f,Chigny,Waadt,GLP/PVL
48432,Patrick,Vallat,m,Gland,Waadt,GLP/PVL
48433,Graziella,Schaller,f,Lausanne,Waadt,GLP/PVL
48434,Jean-François,Chapuisat,m,Lutry,Waadt,GLP/PVL
48435,Marc,Wuarin,m,Chêne-Bougeries,Genf,GLP/PVL
48436,Leïla,Müller,f,Les Avanchets,Genf,GLP/PVL
48437,Clara,Rayo,f,Avully,Genf,GLP/PVL
48438,Jeremy,Borel,m,Genève,Genf,GLP/PVL
48439,Kelvin,Bruggmann,m,Bussigny,Waadt,GLP/PVL
48440,Leïla,Kaufmann,f,Prilly,Waadt,GLP/PVL
48441,Emanuele,Facchinetti,m,Préverenges,Waadt,GLP/PVL
48442,Yoann,Gross,m,Bremblens,Waadt,GLP/PVL
48443,Julian,Soto,m,Pully,Waadt,GLP/PVL
48444,Cécile,Rod,f,Rolle,Waadt,GLP/PVL
48445,Paulraj,Kanthia,m,Granges-près-Marnand,Waadt,GLP/PVL
48446,Helia,Farman,f,Ecublens,Waadt,GLP/PVL
48447,Arnaud,Durand,m,Gland,Waadt,GLP/PVL
48448,Alexandre,Held,m,Renens,Waadt,GLP/PVL
48449,Laetitia,Bettex,f,Morges,Waadt,GLP/PVL
48450,Michael,Mäder,m,Epalinges,Waadt,GLP/PVL
48451,Margaux,Carron,f,Nyon,Waadt,GLP/PVL
48452,Virginie,Cavalli,f,Ecublens,Waadt,GLP/PVL
48453,Benjamin,Jaquier,m,Goumoens-la-Ville,Waadt,GLP/PVL
48454,Cloé,Pointet,f,Jongny,Waadt,GLP/PVL
48455,Mathias,Paquier,m,Lausanne,Waadt,GLP/PVL
48456,Alice,de Benoit,f,Morges,Waadt,GLP/PVL
48457,Nathalie,Fäh,f,Frauenfeld,Thurgau,GLP/PVL
48458,Lorenz,Weber,m,Frauenfeld,Thurgau,GLP/PVL
48459,Luthien,Leenders,f,Salmsach,Thurgau,GLP/PVL
48460,Sunniva,Bitschnau,f,Kreuzlingen,Thurgau,GLP/PVL
48461,Damian,Studer,m,Affeltrangen,Thurgau,GLP/PVL
48462,Anna,Kradolfer,f,Weinfelden,Thurgau,GLP/PVL
48463,Chris,Schmid,m,Aarau,Aargau,GLP/PVL
48464,Daniel,Schumacher,m,Aarau,Aargau,GLP/PVL
48465,Thora,Scheier,f,Wettingen,Aargau,GLP/PVL
48466,Michelle,Wettstein,f,Oberrohrdorf,Aargau,GLP/PVL
48467,Thomas,Roth,m,Niederrohrdorf,Aargau,GLP/PVL
48468,Sean,Langenegger,m,Strengelbach,Aargau,GLP/PVL
48469,Jonathan,Schneider,m,Suhr,Aargau,GLP/PVL
48470,Julia,Hauri,f,Oberentfelden,Aargau,GLP/PVL
48471,Fiona,Wiedemeier,f,Aarau,Aargau,GLP/PVL
48472,Lorenz,Camenisch,m,Möhlin,Aargau,GLP/PVL
48473,Tim Benjamin,Güttinger,m,Egliswil,Aargau,GLP/PVL
48474,Sandro,Weiersmüller,m,Zofingen,Aargau,GLP/PVL
48475,Gion Reto,Kaiser,m,Baden,Aargau,GLP/PVL
48476,Kevin,Knecht,m,Brugg,Aargau,GLP/PVL
48477,Annetta Monica,Schuppisser,f,Tägerig,Aargau,GLP/PVL
48478,Martina Vera,Schuppisser,f,Tägerig,Aargau,GLP/PVL
48479,Andrea,Gmür,f,Luzern,Luzern,CVP/PDC
48480,Christian,Ineichen,m,Marbach,Luzern,CVP/PDC
48481,Leo,Müller,m,Ruswil,Luzern,CVP/PDC
48482,Priska,Wismer-Felder,f,Rickenbach,Luzern,CVP/PDC
48483,Werner,Baumgartner,m,Kriens,Luzern,CVP/PDC
48484,Ida,Glanzmann,f,Altishofen,Luzern,CVP/PDC
48485,Inge,Lichtsteiner,f,Egolzwil,Luzern,CVP/PDC
48486,Josef,Wyss,m,Eschenbach,Luzern,CVP/PDC
48487,Karin,Stadelmann,f,Luzern,Luzern,CVP/PDC
48488,Peter,Brotschi,m,Grenchen,Solothurn,CVP/PDC
48489,Michael,Ochsenbein,m,Luterbach,Solothurn,CVP/PDC
48490,Marie-Theres,Widmer,f,Steinhof,Solothurn,CVP/PDC
48491,Tamara,Mühlemann Vescovi,f,Zuchwil,Solothurn,CVP/PDC
48492,Thomas,Studer,m,Selzach,Solothurn,CVP/PDC
48493,Susan,von Sury-Thomas,f,Feldbrunnen,Solothurn,CVP/PDC
48494,Laurentin,Docourt,m,Courtelary,Bern,CVP/PDC
48495,Bastien,Eschmann,m,Moutier,Bern,CVP/PDC
48496,Sandra,Lo Curto,f,Biel/Bienne,Bern,CVP/PDC
48497,Stéphanie,Schneider Riehle,f,Bern,Bern,CVP/PDC
48498,Bernard,Dreier,m,Moutier,Bern,CVP/PDC
48499,Antonie,Abate,m,Ittigen,Bern,CVP/PDC
48500,Konstantin,Hoegen,m,Bern,Bern,CVP/PDC
48501,Ilona,Cervini,f,Biel,Bern,CVP/PDC
48502,Mendi,Latifi,m,Moutier,Bern,CVP/PDC
48503,Tanja,Nadig,f,Thun,Bern,CVP/PDC
48504,Norbey,Hueber,m,Zwingen,Basel-Landschaft,CVP/PDC
48505,Eduard,Muqaj,m,Pratteln,Basel-Landschaft,CVP/PDC
48506,Marie-Caroline,Messerli,f,Binningen,Basel-Landschaft,CVP/PDC
48507,Sybilla,Glutz,f,Bubendorf,Basel-Landschaft,CVP/PDC
48508,Laetitia,Chervaz,f,Genève,Genf,CVP/PDC
48509,Ivan,Deiana,m,Meyrin,Genf,CVP/PDC
48510,Maeva,Isch,f,Genthod,Genf,CVP/PDC
48511,Paul,Michel,m,Genève,Genf,CVP/PDC
48512,Julie,Udry,f,Genthod,Genf,CVP/PDC
48513,Andrea,Kaufmann,f,Neudorf,Luzern,CVP/PDC
48514,Raphael,Seunig,m,Wangen,Schwyz,CVP/PDC
48515,Alexandra,Kessler,f,Brunnen,Schwyz,CVP/PDC
48516,Sabrina,Meier,f,Goldau,Schwyz,CVP/PDC
48517,Corinne Anna,Schnyder,f,Lauerz,Schwyz,CVP/PDC
48518,Marie,Métrailler,f,Muraz,Wallis,CVP/PDC
48519,Stéphanie,Biolzi,f,Collombey,Wallis,CVP/PDC
48520,Arnauld,Favre,m,Saxon,Wallis,CVP/PDC
48521,Adrien,Ecoeur,m,Val-d'Illiez,Wallis,CVP/PDC
48522,Renaud,Pitteloud,m,Vex,Wallis,CVP/PDC
48523,Frédéric,Rey-Bellet,m,"Saint-Maurice, VS",Wallis,CVP/PDC
48524,Marc,Bonvin,m,Sion,Wallis,CVP/PDC
48525,Sarah,Délèze,f,Basse-Nendaz,Wallis,CVP/PDC
48526,Coralie,Rossier,f,Les Haudères,Wallis,CVP/PDC
48527,Robin,Mainetti,m,Lens,Wallis,CVP/PDC
48528,Lynn,Mösch,f,Hagendorn,Zug,CVP/PDC
48529,Peter,Niederberger,m,Zug,Zug,CVP/PDC
48530,Franziska,Egloff-Schraner,f,Muttenz,Basel-Landschaft,CVP/PDC
48531,Stefan,Fraefel,m,Liestal,Basel-Landschaft,CVP/PDC
48532,Dario,Rigo,m,Ormalingen,Basel-Landschaft,CVP/PDC
48533,Marco,Muro,m,Dittingen,Basel-Landschaft,CVP/PDC
48534,Maxime,Moix,m,Vétroz,Wallis,CVP/PDC
48535,Julia,Schneider,f,Biel-Benken,Basel-Landschaft,CVP/PDC
48536,Vincent,Maitre,m,Genève,Genf,CVP/PDC
48537,Hélène,Gache,f,Chêne-Bougeries,Genf,CVP/PDC
48538,Pierre,Roth,m,Moutier,Bern,CVP/PDC
48539,Nadja,Lüthi,f,Münchenstein,Basel-Landschaft,CVP/PDC
48540,Patrick,Borer,m,Giebenach,Basel-Landschaft,CVP/PDC
48541,Delphine,Bachmann,f,Chêne-Bougeries,Genf,CVP/PDC
48542,Patricia,Bräutigam,f,Binningen,Basel-Landschaft,CVP/PDC
48543,Laurent,Donzé,m,Tramelan,Bern,CVP/PDC
48544,Souad,Wehbé,f,Moutier,Bern,CVP/PDC
48545,Mohamed,Hamdaoui,m,Biel/Bienne,Bern,CVP/PDC
48546,Cyril,Huguenin,m,Bernex,Genf,CVP/PDC
48547,Benjamin,Aebi,m,Thônex,Genf,CVP/PDC
48548,Sophie,Buchs,f,Chêne-Bougeries,Genf,CVP/PDC
48549,Marcel,Winistoerfer,m,Moutier,Bern,CVP/PDC
48550,Maurizio,Simona,m,Urtenen-Schönbühl BE,Bern,CVP/PDC
48551,Olivia,Bühlmann,f,Baar,Zug,CVP/PDC
48552,Simon,Vaudan,m,Versegères,Wallis,CVP/PDC
48553,Claude,Bocquet,f,Bernex,Genf,CVP/PDC
48554,Giovanna,Lanza,f,Muttenz,Basel-Landschaft,CVP/PDC
48555,Yannick,Ruppen,m,Massongex,Wallis,CVP/PDC
48556,Simon,Stadler,m,Altdorf,Uri,CVP/PDC
48557,Jacques,Frei,m,Court,Bern,CVP/PDC
48558,Philip,Klöti,m,Aarau,Aargau,FDP/PLR
48564,Catherine,Walthert Selosse,f,Sallanches,Genf,GPS/PES
48565,Elias,Geoffroy,m,Alfortville,Genf,GPS/PES
48566,Savoya,Barbier,f,Viry,Genf,GPS/PES
48567,Peter,Loosli,m,Ferney-Voltaire,Genf,GPS/PES
48568,Sara,de Maio,f,Freiburg im Breisgau,Genf,GPS/PES
48569,Arnold,Amacher,m,Münchenstein,Basel-Landschaft,GPS/PES
48570,Peter,Erbacher,m,Gelterkinden,Basel-Landschaft,GPS/PES
48571,Madeleine,Göschke-Chiquet,f,Binningen,Basel-Landschaft,GPS/PES
48572,Irène,Stübi,f,Hölstein,Basel-Landschaft,GPS/PES
48573,Marie-Theres,Beeler,f,Liestal,Basel-Landschaft,GPS/PES
48574,Beat,Von Scarpatetti,m,Binningen,Basel-Landschaft,GPS/PES
48575,Lotti,Stokar,f,Oberwil,Basel-Landschaft,GPS/PES
48576,Martin,Cron,m,Basel,Basel-Stadt,CVP/PDC
48577,Roland,Frank,m,Basel,Basel-Stadt,CVP/PDC
48578,Beatrice,Isler,f,Basel,Basel-Stadt,CVP/PDC
48579,Paul,Rüst,m,Basel,Basel-Stadt,CVP/PDC
48580,Helen,Schai,f,Basel,Basel-Stadt,CVP/PDC
48581,Sara,Murray,f,Basel,Basel-Stadt,CVP/PDC
48582,Lukas,Füeg,m,Basel,Basel-Stadt,CVP/PDC
48583,Marco,Natoli,m,Basel,Basel-Stadt,CVP/PDC
48584,Tiziana,Conti,f,Basel,Basel-Stadt,CVP/PDC
48585,Bojan,Lutz,m,Basel,Basel-Stadt,CVP/PDC
48586,Martin,Kalbermatter,m,Niedergesteln,Wallis,others
48587,Gerhard,Kiechler,m,Münster,Wallis,others
48588,Alex,Schwestermann,m,Raron,Wallis,others
48589,Danica,Zurbriggen Lehner,f,Zermatt,Wallis,others
48590,Diego,Wellig,m,Blatten-Naters,Wallis,others
48591,Michel,Schnyder,m,Gampel,Wallis,others
48592,Thomas,Egger,m,Visp,Wallis,others
48593,Julia,Blöchlinger,f,Gampel,Wallis,others
48594,Myriam,Heinen,f,Grengiols,Wallis,others
48596,Enzio,Bregy,m,Saas-Fee,Wallis,others
48597,Michael,Steiner,m,Guttet-Feschel,Wallis,others
48598,Daniel,Walter,m,Grächen,Wallis,others
48599,Jean-Paul,Gschwind,m,Courchavon,Jura,CVP/PDC
48600,Sébastien,Piquerez,m,Porrentruy,Jura,CVP/PDC
48601,Karine,Génesta-Nagel,f,Alle,Jura,CVP/PDC
48602,François,Monin,m,Delémont,Jura,CVP/PDC
48603,Anne,Froidevaux,f,Châtillon,Jura,CVP/PDC
48604,Jessica,Wiser,f,Boécourt,Jura,CVP/PDC
48605,Sara,Agner,f,Dagmarsellen,Luzern,SP/PS
48606,Marcel,Budmiger,m,Luzern,Luzern,SP/PS
48607,Hasan,Candan,m,Luzern,Luzern,SP/PS
48608,Peter,Fässler,m,Kriens,Luzern,SP/PS
48610,Yvonne,Zemp,f,Sursee,Luzern,SP/PS
48611,Ylfete,Fanaj,f,Luzern,Luzern,SP/PS
48612,David,Roth,m,Luzern,Luzern,SP/PS
48613,Prisca,Birrer-Heimo,f,Rothenburg,Luzern,SP/PS
48614,Shendrit,Sadiku,m,Schaffhausen,Schaffhausen,SP/PS
48615,Cédric,Käppler,m,Neunkirch,Schaffhausen,SP/PS
48616,Sylvia,Oldenburg-Marbacher,f,Schinznach Dorf,Aargau,others
48617,Nancy,Holten,f,Gipf-Oberfrick,Aargau,others
48618,Markus,Amsler,m,Aarau,Aargau,others
48619,Raymond,Bloch,m,Frick,Aargau,NA
48621,Kilian,Brogli,m,Eiken,Aargau,others
48622,Philipp,Jutzi,m,Interlaken,Bern,NA
48623,Pascal,Blöchlinger,m,Altdorf,Uri,SVP/UDC
48624,Monika,Rüegger-Hurschler,f,Engelberg,Obwalden,SVP/UDC
48625,Loïs,Cheseaux,f,Préverenges,Waadt,GPS/PES
48626,Ella-Mona,Chevalley,f,Yverdon,Waadt,GPS/PES
48627,Grégoire,de Rham,m,Cossonay,Waadt,GPS/PES
48628,Oleg,Gafner,m,Lausanne,Waadt,GPS/PES
48629,Victoria,Gay,f,St-Prex,Waadt,GPS/PES
48630,Paul-Camille,Genton,m,Yverdon,Waadt,GPS/PES
48631,Cynthia,Illi,f,Nyon,Waadt,GPS/PES
48632,Mathilde,Marendaz,f,Yverdon,Waadt,GPS/PES
48633,Rémi,Muyldermans,m,Corseaux,Waadt,GPS/PES
48634,Alice,Polo Carrard,f,Cheseaux-sur-Lausanne,Waadt,GPS/PES
48635,Théodore,Savary,m,Aran,Waadt,GPS/PES
48636,Théophile,Schenker,m,Mathod,Waadt,GPS/PES
48637,Inès,Ulrich,f,Lausanne,Waadt,GPS/PES
48638,Loris,Socchi,m,Lausanne,Waadt,GPS/PES
48639,Karel,Ziehli,m,Donneloye,Waadt,GPS/PES
48640,Valentine,Reynes,f,Vevey,Waadt,GPS/PES
48641,Tomas,Jara,m,Chavannes-près-Renens,Waadt,GPS/PES
48642,Younes,Seghrouchni,m,Yverdon,Waadt,GPS/PES
48643,Saskia,von Fliedner,f,Belmont-sur-Lausanne,Waadt,GPS/PES
48644,Claudine,Godat,f,Fribourg,Freiburg,SP/PS
48645,Erwin,Jutzet,m,Schmitten,Freiburg,SP/PS
48646,Paul,Werthmüller,m,Murten,Freiburg,SP/PS
48647,Afrim,Balija,m,Courtaman,Freiburg,SP/PS
48648,Justin,Kabongi Alimasi,m,Pont-la-Ville,Freiburg,SP/PS
48649,Corinne,Margalhan-Ferrat,f,Avry-sur-Matran,Freiburg,SP/PS
48650,Seline Zeynep,Sönmez-Özdemir,f,Marly,Freiburg,SP/PS
48651,Veronika,Biegel,f,Altenmarkt,Freiburg,SP/PS
48652,David,Bongard,m,Bruxelles,Freiburg,SP/PS
48653,Thierry,Luescher,m,Cape Town,Freiburg,SP/PS
48654,Hannah,Riemann,f,Konstanz,Freiburg,SP/PS
48655,Raoul,Thoos,m,TK Haarlem,Freiburg,SP/PS
48656,Manoë,Ducrest,m,Bulle,Freiburg,SP/PS
48657,Dalia,Lamhangar,f,Romont,Freiburg,SP/PS
48658,Marie,Levrat,f,Vuadens,Freiburg,SP/PS
48659,Léo,Tinguely,m,Fribourg,Freiburg,SP/PS
48660,Philippe,Pasquier,m,Marsens,Freiburg,SP/PS
